"002113ad-cb67-2fff-d9b5-e5cde07bed0d","津梁街首末站","东",31.31003,120.7365,5,9,2,4,15,6,1,13,2,2,4,6,2,0,4,3,7,6,7,1,3,0,7,5,0,1,0,0,5,0,0,5,6,4,6,4,6,6,10,6,2,3,1,12,6,4,4,6,0,2,1,3,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"00618e71-ca75-4f55-bc6a-615fe487cdd2","星湖医院东","北",31.36255,120.7073,0,1,1,1,1,0,0,2,1,2,3,1,0,0,0,1,3,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,2,2,0,2,0,0,0,3,0,0,2,1,1,2,3,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"0071159b-1698-4374-bfad-5a91309208ab","中胜大桥西","北",31.30607,120.8053,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00fc5ca8-bf61-4f60-a9b0-5addcf675d0a","展业路阳澄湖大道北","西",31.36872,120.7339,1,8,3,12,9,12,12,12,18,9,1,11,10,5,13,3,6,2,4,2,0,3,4,1,4,2,0,2,2,1,1,0,4,0,3,0,5,6,5,3,1,5,2,4,3,5,5,9,11,4,4,1,0,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0
"012eb7e5-6db2-4816-b77d-e46f40fa8598","临芳苑二区","北",31.34018,120.6831,0,3,3,4,10,6,2,9,11,10,9,4,3,1,2,0,1,1,0,0,1,0,0,0,0,3,7,0,1,0,0,0,2,0,2,0,1,4,1,2,1,2,1,1,2,0,1,2,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"0164dd80-c4d4-4ec7-893c-3d3d6e8883b9","阳浦路长阳街东","北",31.30957,120.7883,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"01662941-62f6-18f3-cfc0-635bf320b167","中茵皇冠","北",31.32233,120.6733,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,3,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,3,1,2,0,0,0,0,5,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,1,2,3,0,0,0,0,0,0,0
"01940c38-2735-409f-ad2c-49555477f478","跨阳路扬泰路南","东",31.35329,120.6765,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"01bd725d-0778-41bc-98e8-b5b90e92ef57","阳澄湖大道缤特力路","南",31.35364,120.6618,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01d076a4-6773-41d3-b140-be42df808573","水墨花园东","西",31.3208,120.752,0,0,2,1,0,1,4,5,6,1,6,5,1,2,1,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,3,2,3,1,2,0,3,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
